会社コード,業種名,和文社名,住所,電話,設立年月,lat,lon
460039,情報・システム・ソフト,フレクシス（株）,東京都江東区青海２－７－４　Ｔｈｅ　ＳＯＨＯ　５１５,－,200807,35.6181091,139.7749925
460042,機械卸売,エマソンバルブアンドコントロールジャパン（株）,東京都台東区北上野２－２３－５　住友不動産上野ビル２号館,03-5806-7060,194309,35.718322,139.7838599
460043,電気機器,（株）日本ＨＰ,東京都港区港南１－２－７０　品川シーズンテラス２１階,03-5749-8363,201412,35.6324899,139.743003
460044,金属製品,センクシア（株）,東京都港区東新橋２－３－１７　モメント汐留１２階,03-4214-1972,197204,35.662196,139.7581029
460046,ガラス・土石,クアーズテック（株）,東京都品川区大崎２－１１－１　大崎ウィズタワー,03-5437-8411,192809,35.6170135,139.7297625
460048,化学卸売,アクサルタコーティングシステムズ合同会社,東京都港区虎ノ門１－２－８　虎ノ門琴平タワー４階,03-6891-0230,201204,35.6695311,139.7483983
460049,精密機器卸売,ＩＴＷジャパン（株）,東京都江東区北砂１－４－４,03-5633-7100,200712,35.6817313,139.8227702
460052,他金融,Ｓ＆ＰグローバルＳＦジャパン（株）,東京都千代田区丸の内１－６－５　丸の内北口ビル２８階,03-4550-8000,201011,35.683938,139.7668852
460053,証券,（株）ＫＫＲキャピタル・マーケッツ,東京都千代田区丸の内２－１－１　明治安田生命ビル１１階,03-6268-6666,200709,35.6791077,139.7621731
460055,情報・システム・ソフト,シンアクティブ・インク（日本支社）（登記社名　Ｓｙｎａｃｔｉｖｅ，Ｉｎｃ．）,東京都港区赤坂１－１２－３２　アーク森ビル１２階,03-4360-8413,201408,35.6671134,139.740135
460063,医薬品卸売,オーソ・クリニカル・ダイアグノスティックス（株）,東京都品川区大崎１－１１－２　ゲートシティ大崎イーストタワー１６階,0120-036-527,198103,35.6186335,139.7319993
460067,他サービス,エナジープールジャパン（株）,東京都港区芝大門１－３－４　ラウンドクロス芝大門９階,03-6432-0273,201506,35.6598402,139.7547683
460071,情報・システム・ソフト,ワークデイ（株）,東京都港区南青山３－１１－１３　新青山東急ビル７階,03-4572-1200,201308,35.6663001,139.7140807
460074,その他卸売,（株）エッシェンバッハ光学ジャパン,東京都千代田区神田司町２－１５－４,03-3293-8570,199904,35.6940931,139.7666381
460075,情報・システム・ソフト,ケムウォッチ（日本支店）（登記社名　ＵＣＯＲＰ　ＰＴＹ．　ＬＴＤ．）,長崎県長崎市元船町９－１８　長崎ＢｉｚＰＯＲＴ２階,095-872-7847,201302,32.7479921,129.8716134
460076,情報・システム・ソフト,ムーディーズＳＦジャパン（株）,東京都港区愛宕２－５－１　愛宕グリーンヒルズＭＯＲＩタワー２０階,03-5408-4200,201007,35.6621409,139.7488929
460077,情報・システム・ソフト,ムーディーズ・アナリティックス・ジャパン（株）,東京都港区愛宕２－５－１　愛宕グリーンヒルズＭＯＲＩタワー２０階,03-5408-4100,200801,35.6621409,139.7488929
460080,電気機器,エヌヴェントジャパン（株）,神奈川県横浜市港北区新横浜２－１５－１０　ＹＳ新横浜ビル３階,045-476-0271,201511,35.5108932,139.6145811
460082,レジャー・娯楽,合同会社ユー・エス・ジェイ,大阪府大阪市此花区桜島２－１－３３,0570-20-0606,199412,34.6672663,135.4336433
460083,情報・システム・ソフト,（株）ストリームメディアコーポレーション,東京都港区六本木３－２－１　住友不動産六本木グランドタワー,03-6809-6118,197112,35.6645869,139.7377776
460084,化学,日本ペイントホールディングス（株）,大阪府大阪市北区大淀北２－１－２,06-6458-1111,189803,34.7057167,135.4818645
460085,専門店,ＬＶＭＨファッション・グループ・ジャパン（株）,東京都港区北青山３－５－２９　ＯＮＥ表参道,－,201403,35.665836,139.7115627
460086,専門店,フェンディ・ジャパン（株）,東京都千代田区平河町２－１－１　住友不動産平河町ビル７階,03-3514-6170,201410,35.6815534,139.7415321
460087,専門店,ベルルッティジャパン（株）,東京都千代田区隼町３－１６,－,201410,35.681682,139.7420471
460089,他サービス,日本潤東（株）,兵庫県神戸市中央区磯辺通１－１－１８　カサベラ国際プラザビル,078-231-6666,200312,34.6904732,135.2001313
460090,精密機器卸売,ハーマン・ウルトラソニック・ジャパン（株）,千葉県柏市若柴１７８－４　柏の葉キャンパス１４８街区２ＫＯＩＬ５０６,04-7199-8975,201500,35.8948721,139.9505383
460091,他サービス,（株）コーリジャパン,東京都千代田区紀尾井町３－２８　ＡＤＭＩＲＡＬ紀尾井町ビル２階,03-6277-8573,201503,35.6818974,139.7380992
460094,食料品,（株）Ｍａｉｓｏｎ　Ｌａｎｄｅｍａｉｎｅ　Ｊａｐｏｎ,東京都港区麻布台３－１－５　麻布台日の樹ビル１階,03-5797-7385,201502,35.6608153,139.7383539
460096,情報・システム・ソフト,ＢｕｚｚＦｅｅｄ　Ｊａｐａｎ（株）,東京都千代田区紀尾井町１－３　東京ガーデンテラス紀尾井タワー,－,201508,35.679604,139.7369417
460097,食料品,Ｂａｒｒｙ　Ｃａｌｌｅｂａｕｔ　Ｊａｐａｎ（株）,東京都品川区大崎２－１１－１　大崎ウィズタワー２１階,03-6887-8040,200409,35.6170055,139.729518
460098,情報・システム・ソフト,スキャリティ・ジャパン（株）,東京都千代田区大手町１－６－１　大手町ビル４階,03-4405-5400,201501,35.6864055,139.7648086
460099,他サービス,ＡＩＧジャパン・ホールディングス（株）,東京都港区虎ノ門４－３－２０　神谷町ＭＴビル,03-5400-4000,200708,35.6634944,139.744526
460100,投信・投資顧問,ＡＩＧアセットマネジメント（株）,東京都港区虎ノ門４－３－２０　神谷町ＭＴ　ビル,03-5400-4471,201006,35.6634944,139.744526
460103,その他卸売,エイブリィ・デニソン・ジャパン・マテリアルズ（株）,東京都港区海岸１－２－２０　汐留ビルディング１３階,03-5776-1771,200807,35.6568217,139.759378
460104,その他卸売,ビーマス・ジャパン合同会社,大阪府大阪市東淀川区東中島２－８－６　新大阪駅前ビル５０３,06-6990-8038,201208,34.7280161,135.5038164
460105,旅行,（株）カーニバル・ジャパン,東京都中央区銀座６－２－１　Ｄａｉｗａ銀座ビル６階,03-3573-3610,201203,35.671378,139.760131
460106,医薬品,ギリアド・サイエンシズ（株）,東京都千代田区丸の内１－９－２　グラントウキョウサウスタワー１６階,03-6837-0055,201211,35.678574,139.7672846
460107,他サービス,ハーツ・アジア・パシフィック（株）,東京都中央区勝どき３－１３－１　ＦＯＲＥＦＲＯＮＴ　ＴＯＷＥＲ　２１０階,03-6204-3051,198101,35.6591788,139.7736375
460111,その他卸売,（株）インターナショナル・ペーパー・ジャパン,東京都港区西新橋１－７－２　虎ノ門高木ビル３階,03-6550-9779,200807,35.6692503,139.7519914
460112,精密機器卸売,インテュイティブサージカル合同会社,東京都港区赤坂１－１２－３２　アーク森ビルＷＥＳＴ３２階,03-5575-1341,201005,35.6671134,139.740135
460116,精密機器卸売,（株）ハック・ウルトラ,東京都新宿区高田馬場１－２９－９　ＴＤビル５階,03-6205-5510,200604,35.7110729,139.7043404
460123,その他卸売,キンバリークラーク・ジャパン合同会社,東京都千代田区岩本町１－３－９　ハクセイビル４階,0120-778-912,201405,35.6920154,139.7762514
460125,他サービス,Ｌｉｖｅ　Ｎａｔｉｏｎ　Ｊａｐａｎ合同会社,東京都渋谷区神宮前５－５１－６　テラアシオス青山８階,－,201201,35.6628602,139.7097505
460126,情報・システム・ソフト,ＳｅｒｖｉｃｅＮｏｗ　Ｊａｐａｎ合同会社,東京都港区赤坂１－１２－３２　アーク森ビル１５階／３２階／３５階,03-4572-9200,201309,35.6671134,139.740135
460127,情報・システム・ソフト,ＳｏｌａｒＷｉｎｄｓ　Ｊａｐａｎ（株）,東京都中央区京橋２－２－１　京橋エドグラン２６階,050-6861-3304,201500,35.6773686,139.7694908
460128,情報・システム・ソフト,Ｓｐｌｕｎｋ　Ｓｅｒｖｉｃｅｓ　Ｊａｐａｎ合同会社,東京都千代田区大手町１－１－１　大手町パークビルディング８階,03-6206-3780,201202,35.6866068,139.7628234
460132,化学,ケマーズ（株）,東京都港区虎ノ門４－１－１７　神谷町プライムプレイス７階,050-3823-0500,201404,35.6650759,139.7440868
460133,他サービス,ウエスタンユニオンジャパン（株）,東京都港区虎ノ門５－１－５　メトロシティ神谷町７階,03-4589-2800,201511,35.6636711,139.7453244
460135,他小売,トゥミジャパン合同会社,東京都渋谷区東３－１６－３　エフ・ニッセイ恵比寿ビル５階,03-6418-1768,200306,35.6495783,139.7102049
460137,精密機器,ザイレムジャパン（株）,神奈川県川崎市川崎区小川町１４－１９　浜屋八秀ビル３階,044-222-0009,198607,35.5277896,139.699015
460141,コンサルティング,ＰｗＣ税理士法人,東京都千代田区大手町１－２－１　Ｏｔｅｍａｃｈｉ　Ｏｎｅタワー,03-6257-0600,199807,35.6877119,139.7628032
460143,医薬品卸売,ＢｉｏＭａｒｉｎ　Ｐｈａｒｍａｃｅｕｔｉｃａｌ　Ｊａｐａｎ（株）,東京都渋谷区代々木２－１１－１７　ラウンドクロス新宿４階,03-4578-0638,201208,35.6875751,139.69724
460145,化学,ｎｅｏ　ＡＬＡ（株）,東京都千代田区麹町６－２－６　ＰＭＯ麹町２階,－,200412,35.6853449,139.732988
460146,投信・投資顧問,マニュライフ・インベストメント・マネジメント（株）,東京都千代田区丸の内１－８－１　丸の内トラストタワーＮ館１５階,03-6267-1955,200404,35.6832253,139.7697606
460147,投信・投資顧問,マッコーリーアセットマネジメント（株）,東京都千代田区紀尾井町４－１　ニューオータニガーデンコート２０階,03-3512-6470,201310,35.6794644,139.735674
460149,投信・投資顧問,コムジェスト・アセットマネジメント（株）,東京都千代田区丸の内１－８－２　鉄鋼ビルディング９階,03-4588-3640,200703,35.6831305,139.7702398
460151,コンサルティング,タワーズワトソン・インベストメント・サービス（株）,東京都千代田区内幸町２－１－６　日比谷パークフロント１３階,03-6833-4600,201403,35.6708752,139.7536284
460152,投信・投資顧問,（株）ＫＪＲマネジメント,東京都千代田区丸の内２－７－３　東京ビルディング,03-5293-7000,200011,35.6784953,139.7649771
460154,電気機器,（株）新和製作所,埼玉県入間郡毛呂山町葛貫４３３－１１,049-295-1565,198104,35.9280508,139.3225943
460156,海運,（株）ＭＳＣクルーズジャパン,東京都港区六本木３－３－２７　スハラ六本木１階,03-5405-9211,200809,35.663019,139.7369858
460157,損害保険,ＵＫ　Ｐ＆Ｉ　クラブ（日本支店）,東京都港区芝浦１－１－１　浜松町ビル３階,03-5442-6110,200701,35.6516383,139.757975
460158,損害保険,スイス・リー・インターナショナル・エスイー（日本支店）,東京都千代田区丸の内３－２－３　丸の内二重橋ビル２２階,03-5218-2160,201104,35.6777775,139.7615096
460159,投信・投資顧問,アッシュモアジャパン（株）,東京都千代田区丸の内１－５－１　新丸の内ビルディング１１階,03-6860-3777,199900,35.6826212,139.7642436
460160,投信・投資顧問,ＰＡＧインベストメント・マネジメント（株）,東京都港区虎ノ門４－１－２８　虎ノ門タワーズオフィス２０階,03-5776-1300,200204,35.6660437,139.7437276
460161,投資業等,ユニ・アジアキャピタルジャパン（株）,東京都千代田区神田美土代町９－１　ＪＲＥ神田小川町ビル７階,03-3518-9200,199809,35.693723,139.7656256
460163,鉱業,コスモアブダビエネルギー開発（株）,東京都港区芝浦１－１－１　浜松町ビル,03-3798-3144,201411,35.6516383,139.757975
460164,機械,三菱マヒンドラ農機（株）,島根県松江市東出雲町揖屋６６７－１,0852-52-2111,198002,35.4283802,133.1474269
460168,他サービス,（株）ＹＢＭ　ＪＡＰＡＮ,大阪府吹田市江坂町５－１４－１３　ハシモトエージェンシービル２階,－,201401,34.7706035,135.4965071
460169,他サービス,Ｊ－康大（株）,大阪府大阪市中央区本町橋２－２３,06-6439-7087,201408,34.6836886,135.5109393
460170,他サービス,オックスフォード大学イノベーション（日本事務所）,大阪府大阪市北区角田町１－１２　阪急ファイブアネックスビル１０階　ＧＶＨ　＃５　ｔｈｅ　ｈｉｖｅ,－,201203,34.7044449,135.5011649
460174,他サービス,ヴェオリア・ジェネッツ（株）,東京都港区海岸３－２０－２０　ヨコソーレインボータワー,03-6858-3300,199701,35.6400253,139.7565031
460175,化学,日本ペイントマリン（株）,大阪府大阪市北区大淀北２－１－２,06-6455-9590,196709,34.7057167,135.4818645
460176,化学,エーエスペイント（株）,愛知県豊明市阿野町池下３０,0562-92-1101,194800,35.0486343,137.0042758
460177,化学,エーエスレジン（株）,広島県山県郡北広島町新郷１－８,0826-72-8071,201010,34.6687517,132.5418818
460180,化学,ニッペホームプロダクツ（株）,東京都品川区南品川４－１－１５,03-3740-1132,199504,35.6145962,139.7373808
460181,化学,日本ペイント（株）,東京都品川区南品川４－７－１６,0570-200-684,200404,35.6132725,139.7362279
460182,化学,日本ペイント・インダストリアルコーティングス（株）,東京都品川区南品川４－１－１５,03-3740-1130,201504,35.6145962,139.7373808
460183,化学,日本ペイント・サーフケミカルズ（株）,東京都品川区南品川４－１－１５,03-3740-1296,201504,35.6145962,139.7373808
460184,化学,日本ペイント防食コーティングス（株）,千葉県船橋市西浦３－７－１,047-434-1221,196306,35.6872857,139.96445
460185,他サービス,（株）新日本科学ＰＰＤ,東京都中央区明石町８－１　聖路加タワー１２階,03-6821-0900,201504,35.6669425,139.7784923
460187,医薬品,マイランＥＰＤ合同会社,東京都港区虎ノ門５－１１－２　オランダヒルズ森タワー,03-5656-0400,201409,35.6612915,139.7440469
460188,他サービス,ホガス（株）,東京都渋谷区恵比寿４－２０－３　恵比寿ガーデンプレイス・タワー２５階,03-5798-5560,198806,35.6422106,139.7134456
460189,他サービス,ブラウン・フォーマンビバレッジスジャパン（日本支社）（登記社名　Ｂｒｏｗｎ－Ｆｏｒｍａｎ　Ｂｅｖｅｒａｇｅｓ　Ｊａｐａｎ，Ｌ．Ｌ．Ｃ．）,東京都港区芝公園１－６－７　住友不動産ランドマークプラザ９階,03-5776-4550,200504,35.6584113,139.7522909
460190,機械卸売,シーメンス（株）,東京都品川区大崎１－１１－１　ゲートシティ大崎ウエストタワー,03-3493-7500,200112,35.6193971,139.7308079
460192,輸送用機器卸売,エドシャ・ジャパン（株）,神奈川県横浜市西区平沼１－３９－３　三石横浜ビル７階,－,200211,35.4616148,139.6192509
460194,情報・システム・ソフト,ＮＨＮ　ＰｌａｙＡｒｔ（株）,東京都港区虎ノ門１－２３－１　虎ノ門ヒルズ森タワー２２階,03-6263-1100,201510,35.6668216,139.7494178
460196,電気機器,ＬＳ　ＥＬＥＣＴＲＩＣ　Ｊａｐａｎ（株）,東京都千代田区霞が関３－２－６　東京倶楽部ビルディング１３階,03-6268-8241,201010,35.6706399,139.7466018
460199,レジャー・娯楽,（株）ＴＡＲＧＥＴ　ＳＰＯＲＴＳ　ＪＡＰＡＮ,埼玉県蕨市中央３－１９－２０　ライオンズプラザ蕨シティ３階,048-452-8759,201511,35.8263192,139.6861123
460201,精密機器,Ｐｈａｓｅ　Ｏｎｅ　Ｊａｐａｎ（株）,長野県佐久市原字大塚５８２－２,0267-62-2222,201506,36.222603,138.4749776
460203,総合卸売,隴江（株）,東京都中央区日本橋人形町２－２４－３　小出ビル３階,03-3639-5061,200305,35.6865628,139.7841096
460204,輸送用機器卸売,Ｎｏｒｔｈｒｏｐ　Ｇｒｕｍｍａｎ　Ｊａｐａｎ合同会社,東京都千代田区永田町２－１３－１０　プルデンシャルタワー３階,03-6635-2101,201503,35.6759214,139.7385782
460205,他金融,プルデンシャル信託（株）,東京都千代田区永田町２－１３－１０　プルデンシャルタワー,03-5501-5255,201411,35.6759214,139.7385782
460206,精密機器,ＮＥＴＺＳＣＨ　Ｊａｐａｎ（株）,神奈川県横浜市神奈川区守屋町３－９－１３　ＴＶＰビル,045-453-1962,201206,35.4829883,139.6541768
460208,化学卸売,ダブリュー・アール・グレースジャパン（株）,東京都中央区新川２－２１－１８　廣建ニューリバービル３階,03-3537-6006,201506,35.6741609,139.7816213
460210,他小売,アマゾンジャパン合同会社,東京都目黒区下目黒１－８－１　アルコタワーアネックス,03-6367-4000,200007,35.631434,139.7139728
460211,電気機器,シャープ（株）,大阪府堺市堺区匠町１,072-282-1221,193505,34.5959323,135.4333294
460212,化学,美研創新（株）,兵庫県神戸市中央区港島南町５－５－２　神戸国際ビジネスセンター６０５,078-381-5302,201001,34.6573325,135.2163666
460214,他サービス,Ｇｌｏｂａｌ　Ｓｃａｎｎｉｎｇ　Ｊａｐａｎ　Ａ／Ｓ,神奈川県横浜市神奈川区栄町５－１　横浜クリエーションスクエア１９階１９０３,045-548-8547,200011,35.4682233,139.6282344
470001,情報・システム・ソフト,エヌビディア合同会社,東京都港区赤坂２－１１－７　ＡＴＴ新館１３階,－,200004,35.6698452,139.7410732
470004,精密機器,アルファ・エレクトロニクス（株）,東京都千代田区内神田１－２－１０　羽衣ビル２階,03-5282-2640,197812,35.6906422,139.7650882
470006,食料品卸売,エー・ディー・エム・ジャパン（株）,東京都中央区日本橋２－１６－１１　日本橋セントラルスクエア４階,03-6225-5800,197800,35.6807763,139.7762706
470008,情報・システム・ソフト,Ｐｅａｔｉｘ　Ｊａｐａｎ（株）,東京都渋谷区神南１－５－６　Ｈ１Ｏ渋谷神南,03-6805-1730,201110,35.6648154,139.6998153
470013,情報・システム・ソフト,ミランティス・ジャパン（株）,東京都千代田区鍛冶町２－９－１２　神田徳力ビル３階,03-6635-6355,201607,35.6930659,139.7724763
470015,他サービス,トワイニング・ジャパン（株）,東京都港区愛宕２－５－１　愛宕グリーンヒルズＭＯＲＩタワー３６階,03-6895-5100,200700,35.6621409,139.7488929
470021,電気機器,マーレエレクトリックドライブズジャパン（株）,静岡県沼津市大岡３７４４,055-921-5930,193107,35.1314956,138.8867619
470022,他サービス,フィッシャークリニカルサービシズジャパン（株）,東京都江東区新木場１－１２－１０,03-6457-0250,200908,35.6414189,139.836092
470025,鉄鋼・金属卸売,（株）ＡＳＡＫＡ　ＳＯＬＡＲ,福島県郡山市田村町金屋字マセ口４７,024-944-4772,201602,37.3685119,140.3914024
470026,他サービス,Ｐａｃｋｃｉｔｙ　Ｊａｐａｎ（株）,東京都千代田区神田小川町３－７－１　ミツワ小川町ビル６階,03-6273-7350,201604,35.694294,139.7614943
470030,電気機器卸売,ヴィーナステックジャパン（株）,東京都渋谷区代々木３－２５－３　あいおいニッセイ同和損保新宿ビル１２階,03-4405-4576,201505,35.684709,139.6923357
470032,食料品卸売,ＡＡＫ・ミヨシジャパン（株）,東京都港区三田３－１１－３６　三田日東ダイビル２０１,03-6231-2876,201601,35.6419221,139.7421707
470034,電気機器,Ｔ＆Ｄ　Ｌｉｇｈｔｅｃ（株）,東京都港区三田１－４－２８　三田国際ビル２６階,03-4582-2560,201409,35.6525477,139.744434
470035,建物管理・警備,グローブシップ・ソデクソ・コーポレートサービス（株）,東京都港区芝４－１１－３　芝フロントビル７階,03-6362-9891,201603,35.6481185,139.7509135
470040,化学,クラリアントケミカルズ（株）,東京都文京区本駒込２－２８－８　文京グリーンコートセンターオフィス９階,－,201509,35.7299074,139.7474002
470046,化学卸売,クアーズテック販売（株）,東京都品川区大崎２－１１－１　大崎ウィズタワー１０階,03-5437-8411,201507,35.6170055,139.729518
470048,繊維・衣服卸売,（株）マックスアンドコー・ジャパン,東京都港区南青山６－１２－１　ＴＴＳ南青山ビル４階,03-6434-5101,200008,35.6607806,139.7147932
470049,繊維・衣服卸売,（株）ラコステジャパン,東京都品川区上大崎３－１－１　ＪＲ東急目黒ビル３階,03-6843-5427,198701,35.6326864,139.7157508
470050,他サービス,ｊｕｗｉ自然電力オペレーション（株）,東京都文京区本郷５－３３－１０　いちご本郷ビル３階,03-3868-0344,201305,35.7114387,139.755425
470051,情報・システム・ソフト,ＤＺＳ　Ｊａｐａｎ（株）,東京都新宿区西新宿６－１２－１　パークウエスト１３階,03-6258-1565,199701,35.693999,139.6895022
470052,輸送用機器卸売,ＨＵＴＣＨＩＮＳＯＮ　ＪＡＰＡＮ（株）,東京都港区港南２－１３－３４,03-6711-8080,201101,35.62777,139.7453443
470053,貨物運送,コスコシッピングロジスティックスジャパン（株）,東京都千代田区霞が関３－２－１　霞が関コモンゲート西館３３階,03-5532-5330,200507,35.671849,139.747976
470055,コンサルティング,キャップジェミニ（株）,東京都港区虎ノ門１－２３－１　虎ノ門ヒルズ森タワー２２階,03-6865-9510,201210,35.6668216,139.7494178
470061,損害保険,ガードジャパン（株）,東京都港区東新橋１－５－２　汐留シティセンター８階,03-5537-7266,201001,35.6654972,139.7608806
470062,他サービス,コファス・サービス・ジャパン（株）,東京都港区愛宕２－５－１　愛宕グリーンヒルズＭＯＲＩタワー３８階,03-5402-6110,199902,35.6621409,139.7488929
470063,他サービス,ＬＲＱＡサステナビリティ（株）,神奈川県横浜市西区みなとみらい２－３－１　クイーンズタワーＡ１０階,045-670-7443,200006,35.4557834,139.6330448
470068,他製造業,インテグリス・ジャパン（株）,東京都港区三田１－４－２８　三田国際ビルヂング,－,201209,35.6525477,139.744434
470070,自動車販売,コーンズ・モータース（株）,東京都港区芝３－５－１　コーンズハウス,－,201111,35.6523291,139.7485902
470071,他サービス,サイネオス・ヘルス・クリニカル（株）,東京都港区港南１－２－７０　品川シーズンテラス２７階,03-6700-4700,201304,35.6324899,139.743003
470074,精密機器卸売,クロスライトソフトウェアインク（日本支社）,千葉県千葉市中央区新田町３３－１　ベルファースト４階,043-241-2381,200109,35.6075644,140.1102499
470077,映像・音楽,スポティファイジャパン（株）,東京都渋谷区渋谷１－２－５,－,201300,35.6617445,139.7066514
470078,銀行,台新國際商業銀行東京支店,東京都千代田区丸の内２－１－１　明治安田生命ビル８階,03-3212-6668,201610,35.6791077,139.7621731
470079,損害保険,アトラディウス信用保険会社（日本支店）（登記社名　アトラディウス・クレディト・イ・カウション・エセ・アー・デ・セグロス・イ・レアセグロス）,東京都港区虎ノ門４－３－１　城山トラストタワー３０階,03-5776-7300,200408,35.6646397,139.7430889
470080,他サービス,ＤＴＣＣデータ・レポジトリー・ジャパン（株）,東京都千代田区霞が関３－２－５　霞が関ビルディング２９階,03-3519-1670,201204,35.671183,139.7472406
470083,化学卸売,ポゾリスソリューションズ（株）,神奈川県茅ヶ崎市萩園２７２２　ＢＡＳＦ茅ヶ崎技術開発センター内,0467-84-9640,198012,35.3407326,139.3762124
470085,機械,グリーソンサイクニ（株）,新潟県新潟市江南区亀田工業団地２－２－１０,025-381-3151,201210,37.8718398,139.0799135
470087,医薬品,ＭＳＤアニマルヘルス（株）,東京都千代田区九段北１－１３－１２　北の丸スクエア８階,03-6272-1099,199608,35.6957677,139.7505941
470089,機械,イーグルブルグマンジャパン（株）,東京都港区芝大門１－１２－１５　正和ビル,03-3432-3892,198903,35.6579002,139.7530295
470091,医薬品卸売,ホビオン（株）,大阪府大阪市北区角田町８－４７　阪急グランドビル２０階　リージャスビジネスセンター内,06-7711-1578,201702,34.7029862,135.4990478
470092,他小売,ジュエルソース・ジャパン・ホールディングス（株）,神奈川県横浜市神奈川区鶴屋町３－３３－８　アサヒビルヂング１１階,045-415-8820,201010,35.4693632,139.6177571
470093,人材派遣・業務請負,（株）ジェイサット,大阪府大阪市淀川区宮原１－１－１　新大阪阪急ビル３階,06-6123-7875,201605,34.7340232,135.5000788
470094,食料品卸売,ポルトガル・トレード（株）,大阪府豊中市新千里西町３－６－１２,050-5532-3767,201511,34.8133613,135.4886469
470097,精密機器卸売,ユービック（株）,大阪府大阪市中央区道修町２－１－１０,－,201609,34.6887341,135.5058064
470098,その他卸売,大興商事（株）,大阪府大阪市中央区農人橋２－１－３５　第８松屋ビル１００８,06-6809-5660,201606,34.681087,135.5138707
470101,化学,デュポン・スペシャルティ・プロダクツ（株）,東京都千代田区永田町２－１１－１　山王パークタワー,03-5521-8500,201607,35.6733558,139.7403363
470102,医薬品,コルテバ・アグリサイエンス日本（株）,東京都千代田区永田町２－１１－１　山王パークタワー,03-3519-3410,201607,35.6733558,139.7403363
470103,化学卸売,ヴェルサムマテリアルズ・ジャパン（株）,東京都目黒区下目黒１－８－１　アルコタワー５階,－,201607,35.6316957,139.7132982
470104,食料品卸売,ベル　ジャポン（株）（登記社名　Ｂｅｌ　Ｊａｐｏｎ（株））,東京都港区南青山３－１３－１８　３１３南青山ビル５階,－,200511,35.6655166,139.7133604
470105,食料品卸売,グリーン・シャイニー（株）,大阪府大阪市東淀川区西淡路１－１５－３　ル・シェル新大阪６階,－,201601,34.7396352,135.5050684
470107,化学卸売,ユーピーエルジャパン合同会社,東京都中央区明石町８－１　聖路加タワー３８階,03-3547-4333,200903,35.6669425,139.7784923
470108,新聞・出版,中国出版トーハン（株）,東京都新宿区東五軒町６－２４　（株）トーハン本社ビル６階,－,201006,35.707983,139.7387258
470110,輸送用機器卸売,ハリスパイジャパン（株）,兵庫県神戸市中央区海岸通４　新明海ビル５階５０５,078-326-0121,199912,34.6868526,135.190662
470111,その他卸売,ダイナオックス（株）,兵庫県芦屋市川西町５－２,0797-22-8321,198207,34.7295068,135.3002266
470113,情報・システム・ソフト,ＤＸＣテクノロジー・ジャパン（株）,東京都中央区京橋２－２－１　京橋エドグラン１７階,03-6665-0222,201606,35.6773686,139.7694908
470114,その他卸売,ヒュービディックジャパン（株）,東京都八王子市北野町５０７－６,042-649-1920,201307,35.6524371,139.3478352
470115,その他卸売,日本ペットアライアンス（株）,兵庫県神戸市中央区浜辺通５－１－１４　神戸商工貿易センタービル１１階,078-230-3040,201606,34.6881915,135.1996923
470116,輸送機器,マレリ（株）,埼玉県さいたま市北区日進町２－１９１７,048-660-2111,193808,35.9356492,139.6074509
470118,投信・投資顧問,教保生命アセット・マネジメント・ジャパン（株）,東京都千代田区麹町２－２－３１　麹町サンライズビル７階,03-6206-1398,201610,35.6844391,139.741356
470119,総合卸売,（株）三養社（東京支店）,東京都千代田区有楽町１－５－１　日比谷マリンビル８階,03-3501-2371,201609,35.6744763,139.7596575
470120,他サービス,テックインサイツジャパン（株）,東京都千代田区内幸町１－１－１　帝国ホテル本館６階６１４号室,03-6869-7700,200410,35.6724056,139.7583398
470123,電気機器,シナプティクス・ジャパン合同会社,東京都中野区中野４－１０－２　ＮＡＫＡＮＯ　ＣＥＮＴＲＡＬ　ＰＡＲＫ　サウス１３階,03-5913-5720,200803,35.706985,139.6614936
470124,銀行,シティバンク，エヌ・エイ（東京支店）,東京都千代田区大手町１－１－１　大手町パークビルディング,03-6776-5000,201611,35.6866068,139.7628234
470128,他サービス,マーレジャパン（株）,東京都豊島区北大塚１－９－１２,050-3363-0000,199808,35.7315141,139.7327383
470129,輸送用機器卸売,マーレトレーディングジャパン（株）,東京都豊島区北大塚１－９－１２,050-3363-7091,200800,35.7315141,139.7327383
470130,他製造業,エヌ・エム・ピイビジネスサポート（株）,兵庫県三田市テクノパーク９－１,079-568-4778,200003,34.9281026,135.1525205
470131,倉庫・物流関連,（株）キュラーズ,東京都品川区大崎３－５－２,03-4563-1500,200108,35.6207987,139.7254754
470132,電気機器,ハイアールアジアＲ＆Ｄ（株）,埼玉県熊谷市平戸２４８０－１,048-520-2300,201407,36.1348922,139.4007816
470133,他サービス,ＤＮＶビジネス・アシュアランス・ジャパン（株）,兵庫県神戸市中央区御幸通４－２－２０　三宮中央ビル９階,078-291-1321,196500,34.6940114,135.1993996
470134,食料品卸売,Ｄｅｎｉｓ　Ｊａｐａｎ（株）,東京都千代田区霞が関３－６－７　霞が関プレイス,03-5510-2660,201406,35.6716958,139.7453443
470135,精密機器,シュナイダーエレクトリックシステムス（株）,東京都港区芝浦２－１５－６　オアーゼ芝浦ＭＪビル,03-5931-7691,200712,35.6444488,139.7527609
470137,機械,工機ホールディングス（株）,東京都港区港南２－１５－１　品川インターシティＡ棟,03-5783-0601,194812,35.627518,139.7420043
470139,不動産,ＤＦプロパティ（株）,東京都千代田区霞が関３－６－７　霞が関プレイス,03-5510-2345,201101,35.6716958,139.7453443
